barcode,product_name,editeur,supplier_name,total_qty_invoiced,list_price
9782080284297,LA METHODE FOUTEZ-VOUS LA PAIX !,FLAMMARION,Union Distribution (UD),3.00,16.9
9782080289650,L'ODYSSEE DES GENES,FLAMMARION,Union Distribution (UD),1.00,12
9782080295934,LE POUVOIR DES HABITUDES - CHANGER UN RIEN POUR TOUT CHANGER,FLAMMARION,Union Distribution (UD),1.00,12
9782080297839,LE GROS NAVET,PERE CASTOR,Union Distribution (UD),1.00,5
9782080297914,PRANAYAMA - LA DYNAMIQUE DU SOUFFLE,FLAMMARION,Union Distribution (UD),1.00,21
9782080411808,L'ARDENTE ET TRES SECRETE MILES FRANKLIN,FLAMMARION,Union Distribution (UD),1.00,23
9782080412157,LA PRIERE OU L'ART DE RECEVOIR - S'OUVRIR A LA GRACE PAR LA PRIERE,FLAMMARION,Union Distribution (UD),1.00,20
9782080413178,A NOS IVRESSES,FLAMMARION,Union Distribution (UD),1.00,19
9782080416315,SOMBRETERRE,FLAM JEUNESSE,Union Distribution (UD),1.00,16.9
9782080416445,MALDOROR - VOL03 - AUTRENUIT,FLAM JEUNESSE,Union Distribution (UD),1.00,17.90
9782080418784,TOUT SUR LES ZEZETTES ET LES ZIZIS,FLAM JEUNESSE,Union Distribution (UD),1.00,12.9
9782080420459,L'OR DE JERUSALEM - UNE ENQUETE DE MARCUS ALEXANDER,FLAMMARION,Union Distribution (UD),1.00,22
9782080421609,"VIE, VIEILLESSE ET MORT D'UNE FEMME DU PEUPLE",FLAMMARION,Union Distribution (UD),2.00,21
9782080421852,LA BELLE ET LA BETE - ILLUSTRE ET ANIME PAR MINALIMA,FLAM JEUNESSE,Union Distribution (UD),1.00,31.90
9782080422712,ABI ET LES ENFANTS PERDUS,FLAM JEUNESSE,Union Distribution (UD),1.00,14.9
9782080425997,JE SUIS EN MATERNELLE - MA RENTREE A L'ECOLE,PERE CASTOR,Union Distribution (UD),1.00,9.95
9782080427526,NAPOLEON - L'OMBRE DE LA REVOLUTION,FLAMMARION,Union Distribution (UD),1.00,29
9782080427977,PARLER AVEC SA MERE,FLAMMARION,Union Distribution (UD),1.00,21
9782080428714,LA MEUTE - ENQUETE SUR LA FRANCE INSOUMISE DE JEAN-LUC MELENCHON,FLAMMARION,Union Distribution (UD),13.00,22
9782080429490,LES MERVEILLES DU PERE CASTOR - HISTOIRES DES 2 ANS,PERE CASTOR,Union Distribution (UD),1.00,10.95
9782080430182,LES AVENTURES DE MOI-MEME - JOURNAL DE MA MANIF,FLAM JEUNESSE,Union Distribution (UD),1.00,12.5
9782080430403,LA TERRE ENTRE NOS MAINS - EDITION COLLECTOR,FLAMMARION,Union Distribution (UD),1.00,49.9
9782080431301,LES TEMERAIRES (COLLECTOR) - QUAND LA BOURGOGNE DEFIAIT L'EUROPE,FLAMMARION,Union Distribution (UD),2.00,15
9782080432605,COEUR-D'AMANDE,MIALET BARRAULT,Union Distribution (UD),1.00,21
9782080432650,THOMAS PESQUET RACONTE NOTRE PLANETE BLEUE,FLAM JEUNESSE,Union Distribution (UD),1.00,19.95
9782080435187,LES NEUF VIES DE SAPPHO - LE PREMIER ECRIVAIN EST UNE ECRIVAINE,FLAMMARION,Union Distribution (UD),1.00,9.5
9782080436535,QUI A PEUR DU GENRE ?,FLAMMARION,Union Distribution (UD),2.00,23
9782080436832,"ORBITAL - UNE JOURNEE, SEIZE AURORES",FLAMMARION,Union Distribution (UD),5.00,22
9782080438225,AYEZ LE DERNIER MOT ! - MANUEL DE FORMATION A L'ARGUMENTATION ET L'ELOQUENCE,FLAMMARION,Union Distribution (UD),1.00,9.5
9782080438799,BELLE EPOQUE,FLAMMARION,Union Distribution (UD),1.00,10
9782080439383,SE MEFIER DE KAFKA,FLAMMARION,Union Distribution (UD),1.00,18
9782080440006,THE KINDRED'S CURSE - VOL01 - SPARK OF THE EVERFLAME - EDITION RELIEE,CALIX,Union Distribution (UD),2.00,25.90
9782080440013,ASSISTANT TO THE VILLAIN - VOL01 - EDITION RELIEE,CALIX,Union Distribution (UD),1.00,24.90
9782080440266,ATTENTION ! OUVRIR DOUCEMENT - CE LIVRE A DES DENTS !,PERE CASTOR,Union Distribution (UD),25.00,5.95
9782080441027,LE PACTE DE L'EAU,FLAMMARION,Union Distribution (UD),1.00,24.90
9782080441539,ASSISTANT TO THE VILLAIN - VOL02 - APPRENTICE TO THE VILLAIN - EDITION BROCHEE,CALIX,Union Distribution (UD),6.00,19.90
9782080441638,FAYNE,FLAMMARION,Union Distribution (UD),1.00,24.90
9782080441959,DESAIMER - MANUEL D'UN RETOUR A LA VIE,FLAMMARION,Union Distribution (UD),1.00,21
9782080442734,TU ES COMME TU ES... - 4 HISTOIRES BIENVEILLANTES,PERE CASTOR,Union Distribution (UD),1.00,19.90
9782080443670,NOS PETITS AVIONS DE PAPIER,PERE CASTOR,Union Distribution (UD),1.00,14.5
9782080444271,LES GRANDES LOIS DE L'UNIVERS - DE LA GRAVITATION AUX PARTICULES QUANTIQUES,FLAMMARION,Union Distribution (UD),1.00,9.5
9782080444950,AU BONHEUR DES DAMES,FLAMMARION,Union Distribution (UD),1.00,4.5
9782080445063,LE JOUR DE LA CHOUETTE,FLAMMARION,Union Distribution (UD),1.00,8
9782080445797,MA TROUSSE DE SECOURS - 80 MANIPULATIONS ET GESTES DE SECOURS ILLUSTRES,FLAMMARION,Union Distribution (UD),1.00,18
9782080447098,ANATOMIE D'UN GENOCIDE - VIE ET MORT DANS UNE VILLE NOMMEE BUCZACZ,FLAMMARION,Union Distribution (UD),1.00,12.5
9782080447739,A LA RECHERCHE DU VIVANT,AUTREMENT,Union Distribution (UD),2.00,22.5
9782080447746,SOCIOBIOGRAPHIE - ENTRETIEN AVEC GEOFFROY HUARD,FLAMMARION,Union Distribution (UD),3.00,22
9782080447890,L'USAGE DU THE - UNE HISTOIRE SENSIBLE DU BOUT DU MONDE,FLAMMARION,Union Distribution (UD),1.00,9
9782080451613,RELIRE - ENQUETE SUR UNE PASSION LITTERAIRE,FLAMMARION,Union Distribution (UD),1.00,9
9782080451644,MEDITATIONS METAPHYSIQUES - OBJECTIONS ET REPONSES,FLAMMARION,Union Distribution (UD),1.00,5.60
9782080455468,CONVERSATION AVEC MICHEL SERRES,AUTREMENT,Union Distribution (UD),1.00,8.5
9782080456137,LE WALK-IN,FLAMMARION,Union Distribution (UD),1.00,20.5
9782080457646,RECITS DE CERTAINS FAITS,FLAMMARION,Union Distribution (UD),1.00,20
9782080459121,LE JOUR OU LE MONDE EST DEVENU BIZARRE,FLAM JEUNESSE,Union Distribution (UD),1.00,13.5
9782080460134,PAR-DELA LE PRINCIPE DE REPRESSION - DIX LECONS SUR L'ABOLITIONNISME PENAL,FLAMMARION,Union Distribution (UD),3.00,25
9782080461872,CONVERSATION AVEC BRUNO LATOUR,AUTREMENT,Union Distribution (UD),1.00,8.5
9782080461889,CONVERSATION AVEC MONA OZOUF,AUTREMENT,Union Distribution (UD),1.00,8.5
9782080461957,CABINET DE CURIOSITES GEOGRAPHIQUES - 32 QUESTIONS QUI FONT LE TOUR DU MONDE,AUTREMENT,Union Distribution (UD),1.00,19.90
9782080462008,ZOLA A BICYCLETTE - LIBRE ET DANS LE VENT,ARTHAUD,Union Distribution (UD),1.00,19.90
9782080462435,COMMENT DEVENIR UN PHILOSOPHE GREC - EXERCICES PRATIQUES,FLAMMARION,Union Distribution (UD),1.00,9.5
9782080462497,MES CONVICTIONS,FLAMMARION,Union Distribution (UD),2.00,24
9782080464033,LA VILLE CAPTIVEE - AFFICHAGE ET PUBLICITE AU XVIII SIECLE,FLAMMARION,Union Distribution (UD),1.00,24.90
9782080465887,LA MAGIE DE L'ORDINAIRE,FLAMMARION,Union Distribution (UD),3.00,19.90
9782080465986,ERIK SATIE DE A A Z - UN MUSICIEN A LA PLUME FANTASQUE,FLAMMARION,Union Distribution (UD),1.00,20
9782080466167,MA BALADO - A PIED SUR LA DIAGONALE DU VIDE,ARTHAUD,Union Distribution (UD),1.00,19.90
9782080466396,A QUATRE PATTES,FLAMMARION,Union Distribution (UD),5.00,22.90
9782080466563,TOUS LES MOMENTS,FLAMMARION,Union Distribution (UD),1.00,20
9782080467973,CUISINES D'AFRIQUE DU NORD - 50 RECETTES ET RECITS INTIMES CULINAIRES,FLAMMARION,Union Distribution (UD),2.00,29.90
9782080468055,LES ENFANTS DU PAYS - HISTOIRE INTIME D'UNE RAFLE,FLAMMARION,Union Distribution (UD),1.00,22
9782080468802,THE HALF KING - VOL01 - EDITION RELIEE,CALIX,Union Distribution (UD),1.00,25.90
9782080468888,LES HEURES FRAGILES,FLAMMARION,Union Distribution (UD),111.00,20.90
9782080469106,LE SECRET DE JEANNE,FLAMMARION,Union Distribution (UD),5.00,21
9782080469199,UNE SOCIETE DESIRABLE - COMMENT PRENDRE SOIN DU MONDE,FLAMMARION,Union Distribution (UD),2.00,20
9782080469458,"BIENVENUE DANS LA NOUVELLE REVOLUTION QUANTIQUE - ORDINATEURS, CRYPTOGRAPHIE, INTERNET, SPATIAL : PO",FLAMMARION,Union Distribution (UD),1.00,9.5
9782080469465,ELOGE DES VERTUS MINUSCULES,FLAMMARION,Union Distribution (UD),1.00,9.5
9782080469519,LES CAMELEONS - ENQUETE SUR L'ARNAQUE AUX FAUX CONSEILLERS BANCAIRES,FLAMMARION,Union Distribution (UD),1.00,21
9782080469724,L'IMAGIER DU PERE CASTOR - LES SAISONS - 70 PHOTOS - 70 MOTS,PERE CASTOR,Union Distribution (UD),1.00,13.5
9782080469731,L'IMAGIER DU PERE CASTOR - A TABLE ! - 70 PHOTOS - 70 MOTS,PERE CASTOR,Union Distribution (UD),1.00,13.5
9782080469977,ONO - VOL02 - LE REVEIL DES RONCES,FLAM JEUNESSE,Union Distribution (UD),1.00,16.9
9782080470522,CODE SOURCE - MES DEBUTS,FLAMMARION,Union Distribution (UD),1.00,22.90
9782080470751,"BLEUS, BLANCS, ROUGES",FLAMMARION,Union Distribution (UD),1.00,24.5
9782080470782,WELCOME - ACCUEILLIR LE TEMPS QUI PASSE,FLAMMARION,Union Distribution (UD),1.00,21
9782080471024,CLAMSER A TATAOUINE,FLAMMARION,Union Distribution (UD),161.00,22
9782080471918,SANDWICHS - UN TOUR DU MONDE EN 150 RECETTES,FLAMMARION,Union Distribution (UD),1.00,35
9782080472649,LA MAITRESSE EN MAILLOT DE BAIN,PERE CASTOR,Union Distribution (UD),1.00,5.95
9782080472670,HISTOIRE D'UNE TOUTE PETITE TAUPE ET D'UN LIEVRE TRES PRESSE,PERE CASTOR,Union Distribution (UD),1.00,5.95
9782080472847,LA PHOTOGRAPHIE CONTEMPORAINE - EDITION AUGMENTEE,FLAMMARION,Union Distribution (UD),9.00,35
9782080472892,ATLAS HISTORIQUE DES CAPITALES DEPLACEES - 70 CAPITALES QUI ONT DEMENAGE AU FIL DES SIECLES,AUTREMENT,Union Distribution (UD),2.00,29.90
9782080473264,METAPHYSIQUE,FLAMMARION,Union Distribution (UD),1.00,13.5
9782080473431,ASSISTANT TO THE VILLAIN - VOL02 - APPRENTICE TO THE VILLAIN - EDITION RELIEE,CALIX,Union Distribution (UD),5.00,25.90
9782080474261,LOVELY WAR,FLAM JEUNESSE,Union Distribution (UD),1.00,21.90
9782080474636,LE VOLEUR DE SOLEIL,PERE CASTOR,Union Distribution (UD),32.00,13.5
9782080474643,NOS SILENCES - APPRENDRE A LES ECOUTER,AUTREMENT,Union Distribution (UD),1.00,19
9782080474834,DICTIONNAIRE GOURMAND DU JAPON - PRODUITS - RECETTES - COUTUMES,FLAMMARION,Union Distribution (UD),1.00,25
9782080476425,LES ANNEES CRECHE - A TOUT A L'HEURE MON COEUR !,PERE CASTOR,Union Distribution (UD),2.00,5.95
9782080476432,"LES ANNEES CRECHE - FAIS CACA, MON P'TIT CHAT !",PERE CASTOR,Union Distribution (UD),1.00,5.95
9782080476449,LES ANNEES CRECHE - SACREE TETINE !,PERE CASTOR,Union Distribution (UD),1.00,5.95
9782080476456,"UN PETIT FRERE, C'EST SUPER !",PERE CASTOR,Union Distribution (UD),1.00,5.95
9782080476890,CONVERSATION AVEC CHRISTIANE TAUBIRA,AUTREMENT,Union Distribution (UD),1.00,8.5
9782080477514,PETITES HISTOIRES DU PERE CASTOR POUR PARTIR EN VACANCES,PERE CASTOR,Union Distribution (UD),19.00,11.95
9782080477972,LA CUISINE VEGETARIENNE - TECHNIQUES ET RECETTES,FLAMMARION,Union Distribution (UD),1.00,35
9782080477989,LA NOUVELLE ENCYCLOPEDIE DE LA COUTURE - APPRENDRE PAS-A-PAS A CREER DES VETEMENTS ET DES OUVRAGES P,FLAMMARION,Union Distribution (UD),4.00,32
9782080478160,VIVRE AVEC LES HOMMES - REFLEXIONS SUR LE PROCES PELICOT,CLIMATS,Union Distribution (UD),2.00,21
9782080479525,"PHILOSOPHIE DE LA GRATITUDE - SOYEZ TOUJOURS RECONNAISSANT, SOYEZ PARFOIS INGRAT",AUTREMENT,Union Distribution (UD),5.00,20
9782080479662,LIVE/WORK - DES LIEUX OU VIVRE ET TRAVAILLER,FLAMMARION,Union Distribution (UD),1.00,19
9782080479679,EVE ET HOLLYWOOD,FLAMMARION,Union Distribution (UD),1.00,22
9782080480118,LE SILENCE EST A NOUS,FLAM JEUNESSE,Union Distribution (UD),1.00,19.90
9782080481788,JE SUIS EN MATERNELLE - MES JEUX POUR LES VACANCES - CHEZ LES GRANDS - ECRITURE - CHIFFRES - LECTURE,PERE CASTOR,Union Distribution (UD),1.00,7.5
9782080481795,JE SUIS EN MATERNELLE - MES JEUX POUR LES VACANCES - CHEZ LES MOYENS - GRAPHISME - LETTRES - LOGIQUE,PERE CASTOR,Union Distribution (UD),1.00,7.5
9782080481801,JE SUIS EN MATERNELLE - MES JEUX POUR LES VACANCES - CHEZ LES PETITS,PERE CASTOR,Union Distribution (UD),1.00,7.5
9782080481924,MON COLORIAGE A L'EAU - EN AVANT LES PIRATES !,PERE CASTOR,Union Distribution (UD),6.00,9.5
9782080481931,MON COLORIAGE A L'EAU - EN VISITE A LA FERME,PERE CASTOR,Union Distribution (UD),4.00,9.5
9782080481948,MON COLORIAGE A L'EAU - LES PETITES BETES DU JARDIN,PERE CASTOR,Union Distribution (UD),6.00,9.5
9782080481955,MON COLORIAGE A L'EAU - SUR LES TRACES DES DINOSAURES,PERE CASTOR,Union Distribution (UD),7.00,9.5
9782080483157,JE SUIS EN MATERNELLE - T06 - C'EST LA FETE !,PERE CASTOR,Union Distribution (UD),1.00,6.5
9782080483263,LE DETAIL - POUR UNE HISTOIRE RAPPROCHEE DE LA PEINTURE,FLAMMARION,Union Distribution (UD),1.00,29.90
9782080483577,CAVALCADE OCEANE - VICTOIRE AUTOUR DU MONDE SANS SATELLITE A BORD DE PEN DUICK VI,ARTHAUD,Union Distribution (UD),1.00,21.5
9782080484017,MES MEILLEURES RECETTES SIMPLES ET GOURMANDES - EDITION ANNIVERSAIRE 150 ANS,FLAMMARION,Union Distribution (UD),1.00,14.9
9782080484451,LE CLUB DES DYS - T01 - LE CADEAU POUR LOU,PERE CASTOR,Union Distribution (UD),8.00,8.5
9782080484703,"NEANDERTAL, MON FRERE - 300 000 ANS D'HISTOIRE DE L'HOMME",FLAMMARION,Union Distribution (UD),1.00,9.50
9782080484772,RETOUR A REIMS,FLAMMARION,Union Distribution (UD),1.00,8.5
9782080486110,CAMILLE FLAMMARION,FLAMMARION,Union Distribution (UD),1.00,14.5
9782080486127,LA TENTATION DU LAC,ARTHAUD,Union Distribution (UD),2.00,19
9782080487131,"ASTRONOMIE POPULAIRE - VOL01 - LA TERRE, LA LUNE ET LE SOLEIL",FLAMMARION,Union Distribution (UD),1.00,13.5
9782080487186,"ASTRONOMIE POPULAIRE - VOL02 - LES PLANETES, LES COMETES, LES ETOILES ET L'UNIVERS SIDERAL",FLAMMARION,Union Distribution (UD),1.00,13.5
9782080487797,MES FICHES DU POTAGER - 100 FRUITS ET LEGUMES A CULTIVER TOUT AU LONG DE L'ANNEE,MAISON RUSTIQUE,Union Distribution (UD),1.00,12
9782080487865,UN ETE CREATIF - PLUS DE 60 ACTIVITES POUR EXPRIMER VOTRE CREATIVITE,FLAMMARION,Union Distribution (UD),2.00,12.9
9782080488350,LE PHILOSOPHE ET SES PAUVRES,FLAMMARION,Union Distribution (UD),1.00,12.50
9782080488541,LOVER GIRL - POEMES POUR UN CHAGRIN D'AMOUR,FLAM JEUNESSE,Union Distribution (UD),1.00,14.9
9782080488756,UNICO - VOL01 - L'EVEIL,FLAM JEUNESSE,Union Distribution (UD),30.00,16.95
9782080489944,LA CULTURE DU NARCISSISME - LA VIE AMERICAINE A UN AGE DE DECLIN DES ESPERANCES,FLAMMARION,Union Distribution (UD),1.00,11.50
9782080489975,SYSTEME 1 /SYSTEME 2 - LES DEUX VITESSES DE LA PENSEE,FLAMMARION,Union Distribution (UD),1.00,14.50
9782080491596,LE PROTESTANTISME - LA FOI INSOUMISE,FLAMMARION,Union Distribution (UD),1.00,9.50
9782080491602,LE CHAT DE SCHRODINGER - PHYSIQUE QUANTIQUE ET REALITE,FLAMMARION,Union Distribution (UD),1.00,12.50
9782080491817,CARNET LES FEMMES QUI LISENT SONT DANGEREUSES,FLAMMARION,SODIS,3.00,8.2
9782080493200,CONTRE LA PERFECTION - LES ENJEUX ETHIQUES DE LA GENETIQUE,FLAMMARION,Union Distribution (UD),1.00,8.50
9782080494122,LA NOUVELLE VAGUE - PORTRAIT D'UNE JEUNESSE,FLAMMARION,Union Distribution (UD),1.00,9.50
9782080494160,DE L'ANGOISSE A LA METHODE DANS LES SCIENCES DU COMPORTEMENT,FLAMMARION,Union Distribution (UD),1.00,12.50
9782080494177,LA CARACTERISTIQUE DES STYLES,FLAMMARION,Union Distribution (UD),1.00,12.50
9782080494191,"LE GRAND ROMAN DE LA PHYSIQUE QUANTIQUE - EINSTEIN, BOHR... ET LE DEBAT SUR LA NATURE DE LA REALITE",FLAMMARION,Union Distribution (UD),1.00,11.50
9782080497376,LES BALKANS - HERITAGES ET EVOLUTIONS,FLAMMARION,Union Distribution (UD),1.00,8.50
9782080499288,LE POUVOIR DE DIRE NON,FLAMMARION,Union Distribution (UD),2.00,20.90
9782080700216,LES CONFESSIONS,FLAMMARION,Union Distribution (UD),3.00,5.60
9782080706621,LES INDIFFERENTS,FLAMMARION,Union Distribution (UD),1.00,9.9
9782080707550,LA RECHERCHE DE L'ABSOLU,FLAMMARION,Union Distribution (UD),1.00,5.4
9782081215535,L'EVOLUTION DES IDEES EN PHYSIQUE,FLAMMARION,Union Distribution (UD),1.00,9.5
9782081216129,MADAME BOVARY,FLAMMARION,Union Distribution (UD),2.00,3.9
9782081218000,MICHEL FOUCAULT,FLAMMARION,Union Distribution (UD),2.00,12
9782081228498,LES COLOMBES DU ROI-SOLEIL - VOL02 - LE SECRET DE LOUISE,FLAM JEUNESSE,Union Distribution (UD),1.00,7.95
9782081248304,HEIDEGGER ET LA QUESTION - DE L'ESPRIT ET AUTRES ESSAIS,FLAMMARION,Union Distribution (UD),1.00,10.5
9782081278028,"MAUS - L'INTEGRALE, EDITION ANNIVERSAIRE",FLAMMARION,Union Distribution (UD),1.00,30
9782081285569,"LONGTEMPS, J'AI HABITE DEHORS",FLAMMARION,Union Distribution (UD),1.00,18
9782081289932,"DIEU DES CHRETIENS, DIEU DES MUSULMANS - DES REPERES POUR COMPRENDRE",FLAMMARION,Union Distribution (UD),1.00,8
9782081307889,COMMENT LA TERRE D'ISRAEL FUT INVENTEE - DE LA TERRE SAINTE A LA MERE PATRIE,FLAMMARION,Union Distribution (UD),2.00,10
9782081309968,EVE - 200 MILLIONS D'ANNEES D'EVOLUTION AU FEMININ,FLAMMARION,Union Distribution (UD),2.00,25
9782081342460,LES CHOUANS,FLAMMARION,Union Distribution (UD),1.00,6.8
9782081363151,"LES FEMMES QUI LISENT SONT DANGEREUSES - ILLUSTRATIONS, COULEUR",FLAMMARION,Union Distribution (UD),1.00,19.90
9782081373006,ATLAS DE BOTANIQUE POETIQUE,ARTHAUD,Union Distribution (UD),1.00,25
9782081378766,LE GRAND ROMAN DES MATHS - DE LA PREHISTOIRE A NOS JOURS,FLAMMARION,Union Distribution (UD),2.00,19.90
9782081386587,COMPRENDRE L'ISLAM - OU PLUTOT : POURQUOI ON N'Y COMPREND RIEN,FLAMMARION,Union Distribution (UD),13.00,6.5
9782081389519,OURSE & LAPIN - VOL01 - DROLE DE RENCONTRE,PERE CASTOR,Union Distribution (UD),1.00,11.5
9782081397439,ODYSSEE,FLAMMARION,Union Distribution (UD),1.00,4.4
9782081404328,L'ART DE LA GUERRE,FLAMMARION,Union Distribution (UD),1.00,6.8
9782081408487,ALGUES GOURMANDES - LES VERTUS DE LA MER SONT DANS L'ASSIETTE !,FLAMMARION,Union Distribution (UD),1.00,19.90
9782081417397,LE CLUB DES DYS - T02 - LES LUNETTES DE BENOIT,PERE CASTOR,Union Distribution (UD),12.00,8
9782081417632,LE CLUB DES DYS - T01 - LE CADEAU POUR LOU,PERE CASTOR,Union Distribution (UD),1.00,8
9782081421059,LE TONTON DE LEON,PERE CASTOR,Union Distribution (UD),11.00,8
9782081422162,DISPARITION PROGRAMMEE,FLAM JEUNESSE,Union Distribution (UD),2.00,12.5
9782081422506,"LE CLAN SPINOZA - AMSTERDAM, 1677. L'INVENTION DE LA LIBERTE",FLAMMARION,Union Distribution (UD),1.00,10
9782081428768,"LE LAPIN, LA NUIT ET LA BOITE A BISCUITS",PERE CASTOR,Union Distribution (UD),2.00,13.9
9782081440241,COPAINS COMME COCHONS,PERE CASTOR,Union Distribution (UD),1.00,5.25
9782081444560,CEUX DE 14,FLAMMARION,Union Distribution (UD),1.00,10.5
9782081444935,"HOMMES ET FEMMES DU MOYEN AGE - ILLUSTRATIONS, NOIR ET BLANC",FLAMMARION,Union Distribution (UD),8.00,25
9782081445123,CALLIGRAMMES,FLAMMARION,Union Distribution (UD),1.00,7.8
9782081445369,LES AMNESIQUES,FLAMMARION,Union Distribution (UD),1.00,9
9782081451902,LES AVENTURES DU CHEVALIER SILENCE,FLAMMARION,Union Distribution (UD),1.00,4
9782081454781,LE LIEVRE AUX YEUX D'AMBRE (COLLECTOR),FLAMMARION,Union Distribution (UD),1.00,10
9782081469068,PETITES HISTOIRES DU PERE CASTOR QUI FONT RIRE,PERE CASTOR,Union Distribution (UD),2.00,11.95
9782081476394,RESPECT ET RESPONSABILITE POUR LA VIE,ARTHAUD,Union Distribution (UD),1.00,7.9
9782081477766,LA NOUVELLE,FLAM JEUNESSE,Union Distribution (UD),1.00,8.9
9782081479395,DIBS - DEVELOPPEMENT DE LA PERSONNALITE GRACE A LA THERAPIE PAR LE JEU,FLAMMARION,Union Distribution (UD),1.00,10.9
9782081486355,JE SUIS TON SOLEIL,FLAM JEUNESSE,Union Distribution (UD),1.00,11.5
9782081494022,"MARCHER, UNE PHILOSOPHIE",FLAMMARION,Union Distribution (UD),1.00,9
9782081495029,"LES FEMMES QUI LISENT SONT DE PLUS EN PLUS DANGEREUSES - ILLUSTRATIONS, COULEUR",FLAMMARION,Union Distribution (UD),2.00,19.90
9782081509825,LES TEMERAIRES - QUAND LA BOURGOGNE DEFIAIT L'EUROPE,FLAMMARION,Union Distribution (UD),3.00,29
9782081510951,QUE FAIRE DES CONS ? - POUR NE PAS EN RESTER UN SOI-MEME,FLAMMARION,Union Distribution (UD),2.00,7.5
9782081511071,"ON NE NAIT PAS SOUMISE, ON LE DEVIENT",FLAMMARION,Union Distribution (UD),2.00,10
9782081511583,LE LIVRE DE LA JUNGLE - ILLUSTRE ET ANIME PAR MINALIMA,FLAM JEUNESSE,Union Distribution (UD),4.00,31.90
9782081512016,DES ENQUETES AU POIL - T03 - MYSTERES SOUS LA NEIGE,PERE CASTOR,Union Distribution (UD),1.00,5.8
9782081512825,"BANDIT, CHIEN DE GENIE - T01 - LE MONSTRE DU FLEUVE",PERE CASTOR,Union Distribution (UD),1.00,6.10
9782081516564,REPORTAGES EN ALLEMAGNE - 1932-1945,ARTHAUD,Union Distribution (UD),2.00,25
9782081518582,"LA SOCIETE COMME VERDICT - CLASSES, IDENTITES, TRAJECTOIRES",FLAMMARION,Union Distribution (UD),3.00,10
9782081519046,LES FRUITS DE MON JARDIN - MON IMAGIER NATURE,PERE CASTOR,Union Distribution (UD),1.00,9.95
9782081520257,UN FAUVE DANS ROME - UNE ENQUETE DE MARCUS ALEXANDER,FLAMMARION,Union Distribution (UD),1.00,22
9782091717128,TERRE DES LETTRES FRANCAIS 6EME 2016 - MANUEL ELEVE GRAND FORMAT,NATHAN,Interforum ,20.00,27.5
9782091720548,"HUMANITES, LITTERATURE ET PHILOSOPHIE - MANUEL - 2019",NATHAN,Interforum ,5.00,39.2
9782092492970,SELMA ET SAMIR,NATHAN,Interforum ,1.00,7.9
9782092496220,LE BUVEUR D'ENCRE : LE BUVEUR DE HIEROGLYPHES,NATHAN,Interforum ,1.00,6.5
9782092573785,LES FILLES AU CHOCOLAT 6.5 COEUR PIMENT,NATHAN,Interforum ,1.00,5.9
9782092587294,SIGNE POETE X,NATHAN,Interforum ,1.00,16.95
9782092594803,"DYSCOOL-NICO TOUS LES JOURS, C'EST FOOT !",NATHAN,Interforum ,11.00,7.9
9782092595398,FROSTHEART - TOME 1 LE CHANT DES MONSTRES - VOL01,NATHAN,Interforum ,1.00,16.95
9782092595411,FROSTHEART - TOME 2 LA MENACE DES SPECTRES - VOL02,NATHAN,Interforum ,1.00,16.95
9782092595435,FROSTHEART - TOME 3 LE COEUR DU DEVOREUR - VOL03,NATHAN,Interforum ,1.00,16.95
9782095002930,NICO : TROP LA TROUILLE ! - DYSCOOL,NATHAN,Interforum ,11.00,7.9
9782095014650,MES RECETTES DE BONS GATEAUX T'CHOUPI,NATHAN,Interforum ,2.00,13.9
9782095017569,NICO: MEME PAS CAP ! - DYSCOOL,NATHAN,Interforum ,11.00,7.9
9782095018450,NICO : ENCORE UN ECRAN ! - DYSCOOL,NATHAN,Interforum ,11.00,7.9
9782095024062,CHUN LE PANDA BABY-SITTER - 33 RUE DES TILLEULS - TOME 1,NATHAN,Interforum ,1.00,11.95
9782095028060,MON PREMIER COFFRET D'EVEIL,NATHAN,Interforum ,1.00,21.90
9782095030933,"NICO : C'EST NUL, UN CHAGRIN D'AMOUR ! DYSCOOL",NATHAN,Interforum ,11.00,7.9
9782095030940,NICO : AU VOLEUR ! DYSCOOL,NATHAN,Interforum ,11.00,7.9
9782095033392,GEOGRAPHIE 2DE MANUEL 2024,NATHAN,Interforum ,25.00,35
9782095033408,HISTOIRE LQT 2DE MANUEL 2024,NATHAN,Interforum ,25.00,35
9782095037130,CHUN LE PANDA BABY-SITTER - DE L'OR ET DU CHOCOCO - TOME 2,NATHAN,Interforum ,1.00,11.95
9782095042974,LES FILLES AU CHOCOLAT - TOME 10 COEUR CITRON,NATHAN,Interforum ,3.00,15.95
9782095043162,MEMO DES POISSONS,NATHAN,Interforum ,1.00,12.9
9782095044459,T'CHOUPI VA CHEZ LA DOCTEURE,NATHAN,Interforum ,5.00,13.95
9782095048945,LE BUVEUR D'ENCRE - LE BUVEUR D'ECRANS,NATHAN,Interforum ,1.00,6.5
9782095049027,LE BUVEUR D'ENCRE - LA BUVEUSE D'ENCRE DE CHINE,NATHAN,Interforum ,1.00,6.5
9782095051969,126 JEUX ET ACTIVITES,NATHAN,Interforum ,3.00,9.99
9782100876044,L'ERE DES AFFRONTEMENTS - LES GRANDS TOURNANTS GEOPOLITIQUES,DUNOD,Dilibel ,1.00,29.15
9782130425915,LE TRANSCENDANTAL ET LA PENSEE MODERNE,PUF,Union Distribution (UD),1.00,19.77
